symbol,ratio,type,2020,2021,2022,2023
ADMG,ROE,Profitability,-0.229174098156864,0.0020400542886527,-0.1840983530249282,-0.1516965705921225
ADMG,ROI,Profitability,-0.229174098156864,0.0020400542886527,-0.1840983530249282,-0.1516965705921225
ADMR,Cash Ratio,Liquidity,0.0474767939365837,0.4479355478721902,0.7788888940825548,0.1032160506676661
ADMR,Current Ratio,Liquidity,2.134201578945731,3.424622291138573,3.280507183705277,4.217179987327591
ADMR,DER,Solvency,1.9445286495327403,3.1398273587114,0.915790896902682,0.4340259046336711
ADMR,Debt Ratio,Solvency,0.5854513074659374,0.6573677013011848,0.3804479734077308,0.2499399128103517
ADMR,GPM,Profitability,-0.090595760944762,0.522524069695973,0.5890209162279003,0.5370463731020638
ADMR,Interest Coverage Ratio,Solvency,-2.393823784933497,14.144598129791143,19.06573028018185,19.021797632174003
ADMR,NPM,Profitability,-0.2293959843309788,0.3370721382750735,0.3658133762920167,0.4061117498428381
ADMR,Operating Margin,Profitability,-0.2171589865780198,0.467982647606275,0.5063366893156712,0.52832233608309
ADMR,Quick Ratio,Liquidity,1.5953441907013874,3.0662806170489856,3.010091010333252,3.894189944382312
ADMR,ROE,Profitability,-0.1098518345458414,0.7671775837662336,0.621530587366592,0.4517134117552939
ADMR,ROI,Profitability,-0.0373771558598582,0.1855641086711989,0.3251673334810315,0.3156773660514907
ADRO,Cash Ratio,Liquidity,0.1830717000182545,0.1676351650094964,0.3140842618953451,0.2420310841809375
ADRO,Current Ratio,Liquidity,1.5126493222688338,2.084473816025465,2.173353593363383,2.01478292308946
ADRO,DER,Solvency,0.406261987888192,0.3885468891263253,0.2626971085217275,0.2125095826398593
ADRO,Debt Ratio,Solvency,0.2363177000754987,0.2118553524110392,0.1467816674112506,0.1374291718734528
ADRO,GPM,Profitability,0.2275206896524517,0.4432434246545836,0.5742709042099754,0.389299915489794
ADRO,Interest Coverage Ratio,Solvency,3.185876432764887,18.33920128638971,57.64137589639302,22.409452420805305
ADRO,NPM,Profitability,0.0579629815191637,0.2337986304066553,0.307696522968074,0.2518485456818476
ADRO,Operating Margin,Profitability,0.1616337428526117,0.3948876429539977,0.5278681042491242,0.336192738505047
ADRO,Quick Ratio,Liquidity,1.4208230597166795,1.9921251977513996,2.091964819784336,1.934662430440879
ADRO,ROE,Profitability,0.0395807741212473,0.2256566701637505,0.4138166849251402,0.2423620897183147
ADRO,ROI,Profitability,0.0288748408392485,0.1652175713711512,0.3306649760365112,0.2026463180473009
